Geneid,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_31.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_32.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_33.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_38.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_40.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_41.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_42.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_43.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_44.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_49.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_50.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_51.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_52.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_53.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_54.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_55.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_56.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_57.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_58.bam
ENSG00000228853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117174,364,224,308,339,302,460,491,385,638,171,161,123,111,94,266,310,184,246,305
ENSG00000237413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184313,75,12,51,10,284,51,91,75,137,37,14,11,14,3,165,48,44,49,250
ENSG00000284645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225446,0,2,0,2,2,0,0,1,0,0,2,0,0,2,2,0,2,2,0
ENSG00000288543,2,1,2,0,7,5,8,0,0,0,3,1,1,0,2,1,0,0,1
ENSG00000122420,10,7,6,2,60,5,79,41,83,89,18,2,2,18,135,14,4,6,48
ENSG00000284240,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000236290,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
ENSG00000143013,874,385,879,855,1345,1207,1455,962,3545,684,449,302,389,322,1177,1128,616,1371,1739
ENSG00000226084,1525,552,2506,1374,1657,1427,801,2482,723,169,164,196,234,155,404,502,353,362,382
ENSG00000134748,711,392,743,641,766,811,868,820,830,251,237,235,133,153,398,529,315,414,452
ENSG00000142892,485,387,395,390,264,456,405,342,499,168,201,219,98,162,192,203,221,223,197
ENSG00000287743,0,2,0,0,0,0,2,0,2,0,0,1,0,0,0,2,0,2,0
ENSG00000229332,2,7,8,16,0,6,43,3,2,0,0,0,0,0,4,2,5,2,0
ENSG00000227937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229752,1,2,1,3,0,1,5,4,1,2,4,0,2,0,0,0,1,7,2
ENSG00000237505,4,4,1,4,6,7,2,6,9,0,0,4,0,0,3,3,1,2,4
ENSG00000285462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233216,6,0,6,3,3,5,1,1,0,2,0,0,0,0,0,0,1,2,2
ENSG00000197273,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1
ENSG00000226804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230728,1,0,0,5,3,6,3,5,7,0,2,1,2,0,12,2,0,5,4
ENSG00000232846,0,2,0,0,0,2,6,0,0,0,1,2,0,0,0,2,0,0,0
ENSG00000230787,11,1,7,13,1,4,4,6,1,0,4,4,2,1,2,4,12,9,0
ENSG00000116641,838,468,587,732,715,897,792,676,941,219,272,196,119,148,416,491,377,407,463
ENSG00000172260,127,73,94,106,111,112,215,110,688,114,50,28,51,58,317,75,51,135,280
ENSG00000285473,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237959,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSG00000231364,2,0,0,2,1,0,0,1,1,0,1,0,0,0,0,6,2,0,0
ENSG00000234578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137944,495,275,398,463,330,418,385,488,451,145,142,165,105,107,148,280,190,210,227
ENSG00000229505,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000228187,7,6,17,5,6,6,9,2,9,2,4,3,1,1,12,8,5,12,3
ENSG00000182183,17,0,6,16,7,9,20,6,18,2,3,2,0,2,8,26,2,27,2
ENSG00000236407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000067334,567,327,681,489,536,670,607,542,776,206,251,221,145,173,286,438,249,304,319
ENSG00000235011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213559,4,1,1,3,0,0,3,4,0,2,5,2,2,3,0,2,1,0,1
ENSG00000287587,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142949,19470,5559,19589,23461,33274,21096,18807,18881,10534,3083,3123,2529,1498,2572,22169,16616,37921,16143,26259
ENSG00000232882,25,16,14,33,28,46,51,36,23,11,9,4,8,4,20,9,46,20,16
ENSG00000171502,42,19,13,53,25,34,66,40,182,32,11,11,9,10,72,32,2,37,79
ENSG00000116157,78,74,53,79,232,175,121,85,196,33,18,39,53,15,139,180,69,121,122
ENSG00000143036,447,239,364,491,454,433,342,443,364,114,124,152,73,69,230,241,249,204,268
ENSG00000230817,2,0,1,2,1,0,4,1,0,2,0,0,0,0,2,2,0,1,0
ENSG00000065243,697,518,684,516,621,660,581,755,945,340,247,279,142,229,386,370,253,285,346
ENSG00000226759,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234080,9,1,20,9,8,3,3,16,3,2,3,4,1,1,15,7,2,5,6
ENSG00000237899,2,1,0,5,3,16,6,3,4,0,0,0,3,0,2,0,8,4,5
ENSG00000227290,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000282898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117528,782,505,649,667,613,653,742,620,859,347,274,283,149,223,420,434,481,400,469
ENSG00000271723,1,2,0,1,12,5,4,1,6,2,0,0,0,0,3,2,0,1,6
ENSG00000036549,891,406,863,745,586,798,834,1141,991,268,216,214,146,163,449,444,310,331,434
ENSG00000225191,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287870,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232048,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000232857,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283761,17,8,32,31,26,31,8,21,14,2,7,3,1,5,5,3,9,6,2
ENSG00000189433,6,4,4,2,11,5,3,8,20,10,0,0,13,4,5,75,2,11,11
ENSG00000230759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142700,0,0,0,2,0,2,2,1,0,0,2,0,0,0,1,0,2,0,2
ENSG00000285525,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000236098,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000233514,22,11,50,16,17,32,18,26,32,14,2,9,5,10,13,30,7,20,19
ENSG00000127124,593,236,463,1841,557,842,576,495,1066,166,204,174,141,46,482,1961,288,481,349
ENSG00000266993,10,9,5,15,7,9,9,11,10,6,3,4,4,6,0,9,0,2,4
ENSG00000223675,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229316,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000287406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225767,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2
ENSG00000234099,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000137936,131,45,233,135,457,289,230,290,468,69,48,29,46,72,318,367,199,259,383
ENSG00000235308,6,6,3,10,17,9,7,11,11,2,5,0,0,1,2,7,4,1,1
ENSG00000232752,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000235829,4,1,8,3,2,1,2,5,2,0,0,0,0,1,1,2,2,4,0
ENSG00000143032,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226745,20,2,2,5,10,2,1,2,12,4,9,1,0,4,6,6,1,3,21
ENSG00000280040,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,3,0
ENSG00000117519,1468,1000,1598,2118,2140,1953,2285,1360,7011,1690,915,627,705,606,1590,2430,1287,1504,2079
ENSG00000270507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134215,59,38,123,67,110,173,174,87,127,43,54,29,73,30,78,391,41,93,72
ENSG00000227935,0,1,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0
ENSG00000228502,260,148,381,290,330,397,327,576,245,127,106,103,100,81,233,249,225,285,211
ENSG00000236268,8,2,8,4,2,4,6,2,3,0,2,2,0,2,4,2,4,2,4
ENSG00000271277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236888,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000279778,0,2,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000230828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188641,333,123,242,612,354,386,634,330,912,218,118,57,133,98,266,488,227,337,372
ENSG00000152078,137,287,305,129,118,125,297,260,216,122,178,88,26,79,96,47,72,52,69
ENSG00000233359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237954,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171492,377,200,373,290,258,496,361,445,342,113,66,115,53,48,200,140,128,192,132
ENSG00000233129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170989,135,52,194,279,290,205,275,134,392,76,66,28,75,20,118,533,220,290,182
ENSG00000233557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237897,4,1,10,4,7,7,8,5,12,1,2,3,1,2,6,12,6,1,5
ENSG00000116299,16662,5490,15203,24610,11278,17867,10532,16366,3346,1376,1476,2835,1037,1625,7460,9593,16735,7203,7315
ENSG00000137962,1076,1187,1348,1107,859,1217,1389,1144,1714,472,574,439,197,231,464,700,621,623,400
ENSG00000286692,2,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,2
ENSG00000260464,12,33,9,16,25,13,10,12,32,2,2,2,0,4,23,16,16,10,22
ENSG00000237435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273204,2,1,1,6,1,3,4,1,2,1,0,10,0,0,6,3,0,2,2
ENSG00000079739,1227,626,1301,1678,1702,1424,1576,1389,2653,517,398,383,259,306,1261,1403,1301,1189,1815
ENSG00000117154,67,73,88,49,492,20,64,198,69,34,7,23,7,1,193,32,74,47,244
ENSG00000162377,298,141,216,309,200,373,313,199,281,56,54,98,36,36,133,199,157,147,139
ENSG00000224613,0,0,0,0,2,0,0,0,3,0,0,0,0,2,1,0,2,0,3
ENSG00000215871,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0
ENSG00000287372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116774,758,222,587,733,1020,1049,903,791,2556,487,215,141,290,123,1048,829,401,994,1262
ENSG00000287756,3,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000284652,4,0,3,3,11,8,12,6,10,2,2,0,0,1,4,4,0,0,2
ENSG00000023909,171,91,178,204,193,228,139,163,295,100,94,35,56,92,94,120,133,115,125
ENSG00000069702,480,230,451,599,758,573,892,682,2282,416,209,120,196,148,749,620,446,672,732
ENSG00000228399,49,13,51,16,28,30,21,30,25,6,10,15,7,6,19,17,10,11,6
ENSG00000236776,2,0,3,0,0,1,2,2,2,0,2,1,0,1,3,1,0,0,0
ENSG00000224685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286758,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,2
ENSG00000237337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198198,2273,759,1999,2723,3248,3083,2658,3191,2707,493,394,374,288,306,2709,2542,2211,2180,3127
ENSG00000230402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116793,220,98,268,301,205,298,235,304,259,80,103,63,48,46,111,223,140,142,147
ENSG00000232918,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183298,68,40,155,112,88,162,102,121,82,34,28,57,17,8,110,122,75,134,115
ENSG00000234332,17,14,13,9,10,8,10,7,10,9,9,9,4,3,6,20,8,12,19
ENSG00000117525,4977,3641,1771,4064,2626,2751,4241,7745,2577,611,1045,672,428,305,1530,1035,1173,1171,1636
ENSG00000225079,8,0,4,5,0,10,7,0,5,2,4,0,1,0,1,4,3,8,0
ENSG00000224238,0,0,0,4,8,6,2,4,0,0,0,4,0,0,4,4,0,0,2
ENSG00000229537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162699,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ENSG00000162692,181,71,188,181,106,311,270,184,557,126,148,50,138,39,58,342,40,274,55
ENSG00000203914,228,180,133,188,84,127,126,76,88,64,55,74,25,39,47,68,43,46,43
ENSG00000270457,0,0,0,2,1,0,0,0,3,0,0,1,0,2,0,1,2,0,2
ENSG00000203858,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228057,84,79,94,64,75,99,121,108,112,37,35,75,9,29,69,59,73,58,49
ENSG00000224445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229842,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000229201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181656,7,10,5,5,11,10,14,6,17,5,8,2,1,2,14,0,11,8,74
ENSG00000122481,55,48,66,45,60,46,69,59,57,24,17,22,12,15,41,16,25,24,37
ENSG00000198162,932,661,622,953,596,760,760,710,1045,334,270,302,185,236,362,527,467,417,381
ENSG00000171517,223,473,59,1055,614,507,1016,77,155,43,138,230,62,211,221,199,718,328,262
ENSG00000228852,9,9,12,20,14,14,17,17,11,0,1,1,0,3,8,0,4,5,7
ENSG00000203864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232878,0,0,0,1,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0
ENSG00000143079,585,359,603,550,614,827,614,457,1054,249,327,170,116,146,363,455,282,396,455
ENSG00000232450,14,2,6,9,15,14,17,18,12,0,4,3,2,0,4,6,7,12,14
ENSG00000223575,0,3,2,2,0,2,0,8,0,0,0,0,0,2,0,4,0,0,2
ENSG00000230768,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000235202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272715,0,2,2,3,0,0,2,2,1,0,2,0,0,0,2,8,0,1,4
ENSG00000235038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173947,331,111,135,481,562,388,234,70,239,47,107,57,29,119,178,133,433,273,208
ENSG00000230434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134198,178,94,195,215,348,261,310,233,929,311,188,70,115,111,334,144,133,242,321
ENSG00000235595,0,0,1,1,2,0,0,2,0,0,0,0,0,1,0,0,2,0,2
ENSG00000226053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226128,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279513,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
ENSG00000117620,766,589,655,624,568,771,716,643,541,284,241,249,125,225,394,325,360,260,325
ENSG00000223906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162688,702,378,396,529,504,729,436,514,892,285,201,164,95,223,229,286,336,234,280
ENSG00000197106,9,10,22,26,12,22,40,8,5,4,7,5,0,0,4,13,85,17,5
ENSG00000259946,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236137,0,6,7,7,1,9,2,10,0,0,2,1,1,1,0,4,0,13,4
ENSG00000203859,2,0,0,0,1,2,3,2,0,0,0,0,0,0,2,0,0,4,2
ENSG00000228086,3,2,0,1,0,0,1,1,0,0,0,2,0,1,0,0,0,2,0
ENSG00000213421,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,2,0
ENSG00000234020,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,8
ENSG00000236804,7,0,10,3,3,9,4,2,6,2,4,3,1,3,1,1,0,0,1
ENSG00000231072,0,2,2,1,1,3,1,0,3,0,1,0,0,0,1,4,1,2,5
ENSG00000273406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185946,338,225,319,364,422,496,408,546,523,126,69,129,29,97,235,170,170,227,198
ENSG00000162627,108,92,164,96,126,109,150,141,343,99,43,40,64,55,118,149,68,128,157
ENSG00000226715,28,16,46,26,36,39,14,58,17,8,4,6,9,3,7,11,6,17,4
ENSG00000162695,651,553,765,583,355,607,577,608,518,162,213,231,91,194,158,408,273,197,178
ENSG00000265808,870,517,908,1075,911,896,1061,806,848,231,319,268,137,199,442,559,810,466,606
ENSG00000225923,1,0,6,3,4,3,0,3,3,0,0,1,0,1,2,0,0,0,3
ENSG00000134247,1708,800,1554,2062,2319,2046,2404,1952,4468,980,601,399,353,308,2148,1922,1187,1827,2590
ENSG00000187481,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000162664,635,348,607,461,452,680,608,624,574,210,222,273,111,148,293,320,233,271,269
ENSG00000236866,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134253,274,105,362,286,503,426,430,434,431,67,60,71,48,43,514,181,173,302,666
ENSG00000223416,5,0,3,0,2,2,2,4,0,0,5,1,2,0,4,0,1,8,6
ENSG00000179571,3,3,1,3,1,2,2,7,5,2,0,3,2,1,4,1,3,1,1
ENSG00000227850,18,7,26,21,15,26,33,17,64,18,11,12,6,7,24,31,15,28,21
ENSG00000235777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ENSG00000226755,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232650,1,0,1,0,2,0,1,3,4,0,0,0,0,0,2,2,0,1,0
ENSG00000183508,639,376,386,541,559,748,371,474,691,141,285,154,84,146,275,512,490,453,335
ENSG00000277095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000274927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198765,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277702,4,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,2,2,0
ENSG00000143398,1038,631,1019,1058,1277,1447,1120,1255,1353,383,273,275,209,207,675,883,534,666,764
ENSG00000196505,271,206,273,192,207,235,258,249,293,76,72,97,55,72,129,153,144,131,144
ENSG00000223489,57,2,15,81,199,52,52,2,10,17,15,8,2,27,49,34,263,63,82
ENSG00000230546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000287015,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
ENSG00000235526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228347,7,1,4,3,2,2,6,1,2,0,2,0,1,0,2,8,5,6,0
ENSG00000236012,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,2,0
ENSG00000270911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134200,0,0,1,2,1,0,0,2,4,2,0,0,0,0,0,0,4,0,1
ENSG00000065183,585,252,785,538,433,768,606,661,525,131,130,133,84,71,267,299,216,289,228
ENSG00000227082,4,0,0,2,1,1,10,1,6,0,2,2,0,0,5,0,0,2,2
ENSG00000226126,5,1,3,4,3,5,3,2,1,0,0,0,0,0,0,2,0,2,2
ENSG00000163156,333,152,369,296,382,372,405,332,390,79,67,81,50,45,254,363,259,255,311
ENSG00000228453,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000274642,0,0,0,0,0,0,0,4,5,3,1,0,0,0,4,0,1,0,2
ENSG00000261168,7,0,11,0,2,6,12,2,2,2,0,4,2,0,2,6,0,0,0
ENSG00000287980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000079335,733,229,274,470,318,546,641,277,286,144,187,131,65,60,262,125,94,151,219
ENSG00000143119,377,135,307,397,271,544,774,367,899,200,187,105,235,44,91,960,110,460,133
ENSG00000233432,2,2,2,2,2,2,4,6,0,4,1,4,2,6,3,5,2,4,9
ENSG00000229911,5,1,10,5,6,5,10,12,4,1,3,1,1,2,4,3,5,2,3
ENSG00000171943,37,36,32,32,21,27,64,41,126,24,33,12,17,8,37,25,22,26,45
ENSG00000270719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155761,4,6,16,1,2,27,2,2,16,0,2,2,2,0,0,13,8,2,6
ENSG00000230806,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116830,264,117,254,242,272,383,257,292,392,92,78,54,44,44,186,236,115,190,173
ENSG00000234422,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227056,1,4,2,2,0,2,1,4,1,0,0,2,0,2,1,0,0,5,0
ENSG00000227091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000081026,327,210,360,474,333,397,324,295,322,83,159,105,46,68,196,155,444,168,123
ENSG00000224965,2,0,6,0,5,3,0,5,0,0,0,0,0,0,4,0,4,3,0
ENSG00000143458,682,341,662,739,997,972,1050,830,837,238,262,214,138,176,436,531,585,562,779
ENSG00000230932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000073754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000228826,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ENSG00000233907,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228420,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000250890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230921,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000286151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234388,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271736,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000233717,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000163155,214,109,286,169,291,292,306,296,220,84,45,72,20,49,200,164,125,132,214
ENSG00000241975,0,2,5,3,3,12,8,11,10,0,0,2,0,0,4,4,2,5,6
ENSG00000270976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228217,17,16,23,11,7,18,15,13,20,2,14,9,2,1,9,9,6,9,6
ENSG00000270342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231100,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116824,163,64,145,126,124,265,350,105,198,57,50,44,33,23,51,230,27,170,37
ENSG00000235887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237460,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2
ENSG00000235756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173810,1,2,1,1,1,2,2,0,0,0,1,2,0,0,6,2,2,0,0
ENSG00000235005,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0
